matiere,annee,titre,lien_pdf,lien_page
Mathematiques,2026,MATHEMATIQUES-COLLEGE PRIVE MONGO BETI-SÉQUENCE 6-MAI 2026-TLeC,https://sujetexa.com/wp-content/uploads/2026/05/no2_12_mai_2026_sujetexa.com_.pdf,https://sujetexa.com/index.php/2026/05/13/mathematiques-college-prive-mongo-beti-sequence-6-mai-2026-tlec/
Mathematiques,2026,MATHEMATIQUES-COLLEGE JEAN TABI D’ETOUDI-DEVOIR HARMONISÉ-TLeC-SEQUENCE 5-AVRIL 2026,https://sujetexa.com/wp-content/uploads/2026/04/DH5-MATHS-TC-2025-2026.pdf,https://sujetexa.com/index.php/2026/04/26/mathematiques-college-jean-tabi-detoudi-devoir-harmonise-tlec-sequence-5-avril-2026/
Mathematiques,2026,MATHEMATIQUES-COLLEGE ADONAÏ-SEQUENCE 4-CLASSE DE TLeC-MARS 2026,https://sujetexa.com/wp-content/uploads/2026/03/DS4_TC_ADONAI_18-MARS-26_103311.pdf,https://sujetexa.com/index.php/2026/03/18/mathematiques-college-adonai-sequence-4-classe-de-tlec-mars-2026/
Mathematiques,2026,OLYMPIADES DE MATHÉMATIQUES 2026-NIVEAU : TLeC/TLeF-REGION DE L’ADAMAOUA,https://sujetexa.com/wp-content/uploads/2026/03/Sujet-des-Olympiades-de-Maths-2026-T.C.pdf,https://sujetexa.com/index.php/2026/03/15/olympiades-de-mathematiques-2026-niveau-tlec-tlef-region-de-ladamaoua/
Mathematiques,2026,MATHEMATIQUES-DRES DE L’OUEST-SEQUENCE 4-FEVRIER 2026-TLeC,https://sujetexa.com/wp-content/uploads/2026/02/Sujet-dentrainement-n°4-MATHS-TC-.pdf,https://sujetexa.com/index.php/2026/02/22/mathematiques-dres-de-louest-sequence-4-fevrier-2026-tlec/
Mathematiques,2026,MATHEMATIQUES-DRES DE L’OUEST-SEQUENCE 4-FEVRIER 2026-CLASSE DE TLeCE,https://sujetexa.com/wp-content/uploads/2026/02/Fvaluation-N°-4-Fevrier-2026-Tle-C-E-MATHS.pdf,https://sujetexa.com/index.php/2026/02/21/mathematiques-dres-de-louest-sequence-4-fevrier-2026-classe-de-tlece/
Mathematiques,2026,MATHEMATIQUES-COLLEGE SAINTE THERESE DE MVA’A-SEQUENCE 4-FEVRIER 2026-TLeC-Examinateur : M. NDONGO,https://sujetexa.com/wp-content/uploads/2026/02/Epreuve-mathsTleC-Seq4-1.pdf,https://sujetexa.com/index.php/2026/02/21/mathematiques-college-sainte-therese-de-mvaa-sequence-4-fevrier-2026-tlec-examinateur-m-ndongo/
Mathematiques,2026,INFORMATIQUE-INSTITUT PRIVE POLYVALENT DE BONAMOUSSADI-CONTROLE CONTINU N°3-FEVRIER 2026-TLeCD-Examinateur : Soreil TCHEPDA,https://sujetexa.com/wp-content/uploads/2026/02/CC3_Tle-CD_IPPB.pdf,https://sujetexa.com/index.php/2026/02/07/informatique-institut-prive-polyvalent-de-bonamoussadi-controle-continu-n3-fevrier-2026-tlecd-examinateur-soreil-tchepda/
Mathematiques,2026,MATHEMATIQUES-LYCEE CLASSIQUE D’EDEA-SEQUENCE 3-JANVIER 2026-TLeC-Profs : T. N. AWONO MESSI,https://sujetexa.com/wp-content/uploads/2026/02/DS-N°-3-TC-LCE-2eme-TRIM-2025-2026.pdf,https://sujetexa.com/index.php/2026/02/02/mathematiques-lycee-classique-dedea-sequence-3-janvier-2026-tlec-profs-t-n-awono-messi/
Mathematiques,2026,MATHEMATIQUES-COLLEGE SAINTE THERESE DE MVA’A-SEQUENCE 3-CLASSE DE TLeC-JANVIER 2026-Examinateur : M. NDONGO,https://sujetexa.com/wp-content/uploads/2026/01/math-Tle-C-SEQ-3.pdf,https://sujetexa.com/index.php/2026/01/27/mathematiques-college-sainte-therese-de-mvaa-sequence-3-classe-de-tlec-janvier-2026-examinateur-m-ndongo/
Mathematiques,2026,MATHEMATIQUES-COLLEGE BILINGUE DU VAAL-EVALUATION SYNTHETIQUE DU 17 JANVIER 2026-TLeC,https://sujetexa.com/wp-content/uploads/2026/01/Eva-syn-3-du-trim-2-duvaal-Tle-C-25-26-_062244.pdf,https://sujetexa.com/index.php/2026/01/26/mathematiques-college-bilingue-du-vaal-evaluation-synthetique-du-17-janvier-2026-tlec/
Mathematiques,2026,MATHEMATIQUES-COLLEGE François Xavier VOGT-CONTROLE-SEQUENCE 3-17 janvier 2026-Classe : TLeC,https://sujetexa.com/wp-content/uploads/2026/01/Maths-TC-VOGT_Controle-du-17-Janvier-2026.pdf,https://sujetexa.com/index.php/2026/01/24/mathematiques-college-francois-xavier-vogt-controle-sequence-3-17-janvier-2026-classe-tlec/
Mathematiques,2026,MATHEMATIQUES-COLLEGE POLYVALENT GEORGES SCHWAB-SEQUENCE 3-24 janvier 2026-TLeC-Prof : T. N AWONO MESSI,https://sujetexa.com/wp-content/uploads/2026/01/DS-N°-3-TC-COPOLY-GS-2eme-TRIM-2025-2026.pdf,https://sujetexa.com/index.php/2026/01/24/mathematiques-college-polyvalent-georges-schwab-sequence-3-24-janvier-2026-tlec-prof-t-n-awono-messi/
Mathematiques,2026,"LYCEE CLASSIQUE D’EDEA-FEUILLE DE TRAVAUX DIRIGES N°7 : CLASSE DE TLeC,TI-2025/2026-Prof : T. N. AWONO MESSI",https://sujetexa.com/wp-content/uploads/2025/12/TD-N°-7-AGIR-COMPETENT-TleC-2025-2026.pdf,https://sujetexa.com/index.php/2025/12/30/lycee-classique-dedea-feuille-de-travaux-diriges-n7-classe-de-tlecti-2025-2026-prof-t-n-awono-messi/
Mathematiques,2026,"LYCEE CLASSIQUE D’EDEA-FEUILLE DE TRAVAUX DIRIGES N°6 : CLASSE DE TLeC,TI-2025/2026-Prof : T. N. AWONO MESSI",https://sujetexa.com/wp-content/uploads/2025/12/TD-N°-6-AGIR-COMPETENT-TleC-2025-2026-pdf.pdf,https://sujetexa.com/index.php/2025/12/30/lycee-classique-dedea-feuille-de-travaux-diriges-n6-classe-de-tlecti-2025-2026-prof-t-n-awono-messi/
Mathematiques,2026,"LYCEE CLASSIQUE D’EDEA-FEUILLE DE TRAVAUX DIRIGES N°5 : CLASSE DE TLeC,TI-2025/2026-Prof : T. N. AWONO MESSI",https://sujetexa.com/wp-content/uploads/2025/12/TD-N°-5-AGIR-COMPETENT-TleC-2025-2026.pdf,https://sujetexa.com/index.php/2025/12/30/lycee-classique-dedea-feuille-de-travaux-diriges-n5-classe-de-tlecti-2025-2026-prof-t-n-awono-messi/
Mathematiques,2026,MATHEMATIQUES-COLLEGE BILINGUE PASCAL TOHOUA KAMGA-CLASSE DE TLeC-SEQUENCE 1-2025/2026-Proposé Par : Mbei Emmanuel 1er «le Peintre»,https://sujetexa.com/wp-content/uploads/2025/12/DS-1-MATHS-TLE-C-CBPTK.pdf,https://sujetexa.com/index.php/2025/12/13/mathematiques-college-bilingue-pascal-tohoua-kamga-classe-de-tlec-sequence-1-2025-2026-propose-par-mbei-emmanuel-1er-le-peintre/
Mathematiques,2026,"TRAVAUX DIRIGÉS SUR LA TRIGONOMETRIE-2025/2026-Kaka Dairou/Lycée Bilingue de Ngong-TLeC,D,TI",https://sujetexa.com/wp-content/uploads/2025/11/TD-TRIGO-2025-2026.pdf,https://sujetexa.com/index.php/2025/11/11/travaux-diriges-sur-la-trigonometrie-2025-2026-kaka-dairou-lycee-bilingue-de-ngong-tlecdti/
Francais,2026,"PHILOSOPHIE-COLLEGE PRIVE MONGO BETI-SÉQUENCE 6-MAI 2026-TLeC,D",https://sujetexa.com/wp-content/uploads/2026/05/no9_12_mai_2026_sujetexa.com_.pdf,https://sujetexa.com/index.php/2026/05/13/philosophie-college-prive-mongo-beti-sequence-6-mai-2026-tlecd/
Francais,2026,"LITTERATURE-COLLEGE PRIVE MONGO BETI-SÉQUENCE 6-MAI 2026-TLeC,D",https://sujetexa.com/wp-content/uploads/2026/05/no8_12_mai_2026_sujetexa.com_.pdf,https://sujetexa.com/index.php/2026/05/13/litterature-college-prive-mongo-beti-sequence-6-mai-2026-tlecd/
Francais,2026,LITTERATURE FRANÇAISE-COLLEGE MONGO BETI-SEQUENCE 5-MARS 2026-CLASSE DE TLeCD,https://sujetexa.com/wp-content/uploads/2026/03/no19_13_mars_2026_sujetexa.com_.pdf,https://sujetexa.com/index.php/2026/03/14/litterature-francaise-college-mongo-beti-sequence-5-mars-2026-classe-de-tlecd/
