matiere,annee,titre,lien_pdf,lien_page
Mathematiques,2026,MATHEMATIQUES-COLLEGE MONGO BETI-SEQUENCE 6-CLASSE DE 3ème-2025/2026,https://sujetexa.com/wp-content/uploads/2026/06/no27_29_juin_2026_sujetexa.com_.pdf,https://sujetexa.com/index.php/2026/06/29/mathematiques-college-mongo-beti-sequence-6-classe-de-3eme-2025-2026/
Mathematiques,2026,MATHEMATIQUES-COLLEGE ADONAÏ-SEQUENCE 4-CLASSE DE 3ème-MARS 2026,https://sujetexa.com/wp-content/uploads/2026/03/MATH4-6EME.pdf,https://sujetexa.com/index.php/2026/03/18/mathematiques-college-adonai-sequence-4-classe-de-3eme-mars-2026/
Mathematiques,2026,MATHEMATIQUES-LYCEE BILNGUE DE MINDIF-SEQUENCE 1-2025/2026-CLASSE DE 3ème-Examinateur : Rev. KISSIPET BAIGORA,https://sujetexa.com/wp-content/uploads/2026/03/SEQ-1-3EME_013800.pdf,https://sujetexa.com/index.php/2026/03/16/mathematiques-lycee-bilngue-de-mindif-sequence-1-2025-2026-classe-de-3eme-examinateur-rev-kissipet-baigora/
Mathematiques,2026,OLYMPIADES DE MATHÉMATIQUES 2026-NIVEAU : 3è ESG/4è année industrielle EST-REGION DE L’ADAMAOUA,https://sujetexa.com/wp-content/uploads/2026/03/Sujet-des-Olympiades-de-Maths-2026-3es.pdf,https://sujetexa.com/index.php/2026/03/15/olympiades-de-mathematiques-2026-niveau-3e-esg-4e-annee-industrielle-est-region-de-ladamaoua/
Mathematiques,2026,MATHEMATIQUES-DRES DE L’OUEST-SEQUENCE 4-FEVRIER 2026-CLASSE DE 3ème,https://sujetexa.com/wp-content/uploads/2026/02/ENTRAINEMENT-N°4-MATHS-3eme.pdf,https://sujetexa.com/index.php/2026/02/21/mathematiques-dres-de-louest-sequence-4-fevrier-2026-classe-de-3eme/
Mathematiques,2026,MATHEMATIQUES-COLLEGE PRIVE MONGO BETI-SEQUENCE 4-CLASSE DE 3ème-FEVRIER 2026,https://sujetexa.com/wp-content/uploads/2026/02/no17_19_fev_2026_sujetexa.com_.pdf,https://sujetexa.com/index.php/2026/02/19/mathematiques-college-prive-mongo-beti-sequence-4-classe-de-3eme-fevrier-2026/
Mathematiques,2026,MATHEMATIQUES-Lycée Bilingue de Ngong-SEQUENCE 3-3ème-JANVER 2026-PAR ; Mr. Kaka Dairou,https://sujetexa.com/wp-content/uploads/2026/01/S33-3em-20266-.pdf,https://sujetexa.com/index.php/2026/01/29/mathematiques-lycee-bilingue-de-ngong-sequence-3-3eme-janver-2026-par-mr-kaka-dairou/
Mathematiques,2026,MATHEMATIQUES-COLLEGE BILINGUE LOG MBEI-SEQUENCE 3-2025/2026-CLASSE DE 3ème-Proposé par : NGANSO FABIEN,https://sujetexa.com/wp-content/uploads/2026/01/Maths-3eme-DS3-COBILOM-2026.pdf,https://sujetexa.com/index.php/2026/01/28/mathematiques-college-bilingue-log-mbei-sequence-3-2025-2026-classe-de-3eme-propose-par-nganso-fabien/
Mathematiques,2026,MATHEMATIQUES-COLLEGE François Xavier VOGT-CONTROLE-17 janvier 2026-Classe : 3e,https://sujetexa.com/wp-content/uploads/2026/01/contr__3e__17_01_26_N-1.pdf,https://sujetexa.com/index.php/2026/01/24/mathematiques-college-francois-xavier-vogt-controle-17-janvier-2026-classe-3e/
Mathematiques,2026,MATHEMATIQUES-LYCEE CLASSIQUE DE DSCHANG-SEQUENCE 3-CLASSE DE 3ème-JANVIER 2026-Examinateur :,https://sujetexa.com/wp-content/uploads/2026/01/Maths-sq3-3e-Janv.2026.pdf,https://sujetexa.com/index.php/2026/01/24/mathematiques-lycee-classique-de-dschang-sequence-3-classe-de-3eme-janvier-2026-examinateur/
Mathematiques,2026,MATHEMATIQUES-COLLEGE BILINGUE LOG MBEI-SESSION INTENSIVE-JANVIER 2026-CLASSE DE 3ème-Proposé par : NGANSO FABIEN,https://sujetexa.com/wp-content/uploads/2026/01/TRAVAUX-DIRIGESl_3eme_COBILOM_Pyramide_et_cone_2026.pdf,https://sujetexa.com/index.php/2026/01/13/mathematiques-college-bilingue-log-mbei-session-intensive-janvier-2026-classe-de-3eme-propose-par-nganso-fabien/
Mathematiques,2026,MATHEMATIQUES-COLLEGE PRIVE CHEVREUIL-SEQUENCE 1-CLASSE DE 3ème-DEVOIR SURVEILLE N°1-2025/2026,https://sujetexa.com/wp-content/uploads/2025/12/DEVOIR-SURVEILLE-N°1-3e-CHEVREUL.pdf,https://sujetexa.com/index.php/2025/12/13/mathematiques-college-saint-joseph-pk-10-sequence-1-classe-de-3eme-devoir-surveille-n1-2025-2026/
Francais,2026,ETUDE DE TEXTE-COLLEGE PRIVÉ MONGO BETI-SEQUENCE 5-CLASSE DE 3ème-2025/2026,https://sujetexa.com/wp-content/uploads/2026/07/no24_12_juillet_2026_sujetexa.com_.pdf,https://sujetexa.com/index.php/2026/07/31/etude-de-texte-college-prive-mongo-beti-sequence-5-classe-de-3eme-2025-2026/
Francais,2026,CORRECTION ORTHOGRAPHIQUE-COLLEGE PRIVÉ MONGO BETI-SEQUENCE 5-CLASSE DE 3ème-2025/2026,https://sujetexa.com/wp-content/uploads/2026/07/no23_12_juillet_2026_sujetexa.com_.pdf,https://sujetexa.com/index.php/2026/07/31/correction-orthographique-college-prive-mongo-beti-sequence-5-classe-de-3eme-2025-2026/
Francais,2026,ETUDE DE TEXTE-COLLEGE PRIVE LAïC MONGO BETI-SEQUENCE 6-CLASSE DE 3ème-2025/2026,https://sujetexa.com/wp-content/uploads/2026/07/no8_01_juillet_2026_sujetexa.com_.pdf,https://sujetexa.com/index.php/2026/07/02/etude-de-texte-college-prive-laic-mongo-beti-sequence-6-classe-de-3eme-2025-2026/
Francais,2026,CORRECTION ORTHOGRAPHIQUE-COLLEGE PRIVE LAïC MONGO BETI-SEQUENCE 6-CLASSE DE 3ème-2025/2026,https://sujetexa.com/wp-content/uploads/2026/07/no7_01_juillet_2026_sujetexa.com_.pdf,https://sujetexa.com/index.php/2026/07/02/correction-orthographique-college-prive-laic-mongo-beti-sequence-6-classe-de-3eme-2025-2026/
Francais,2026,LCN-COLLEGE MONGO BETI-SEQUENCE 6-CLASSE DE 3ème-2025/2026,https://sujetexa.com/wp-content/uploads/2026/06/no29_29_juin_2026_sujetexa.com_.pdf,https://sujetexa.com/index.php/2026/06/29/lcn-college-mongo-beti-sequence-6-classe-de-3eme-2025-2026/
Francais,2026,ETUDE DE TEXTE-COLLEGE LA PREVOYANCE-SEQUENCE 4-FEVRIER 2026-CLASSE DE 3ème,https://sujetexa.com/wp-content/uploads/2026/03/Etude-de-texte-3e-Sequence-4.pdf,https://sujetexa.com/index.php/2026/03/01/etude-de-texte-college-la-prevoyance-sequence-4-fevrier-2026-classe-de-3eme/
Francais,2026,CORRECTION ORTHOGRAPHIQUE-COLLEGE LA PREVOYANCE-SEQUENCE 4-FEVRIER 2026-CLASSE DE 3ème,https://sujetexa.com/wp-content/uploads/2026/03/Correction-ortho-3e-Seauence-4.pdf,https://sujetexa.com/index.php/2026/03/01/correction-orthographique-college-la-prevoyance-sequence-4-fevrier-2026-classe-de-3eme/
Francais,2026,EXPRESSION ECRITE-COLLEGE PRIVE MONGO BETI-SEQUENCE 4-CLASSE DE 3ème-FEVRIER 2026,https://sujetexa.com/wp-content/uploads/2026/02/no14_24_fev_2026_sujetexa.com_.pdf,https://sujetexa.com/index.php/2026/02/24/expression-ecrite-college-prive-mongo-beti-sequence-4-classe-de-3eme-fevrier-2026-2/
Francais,2026,EXPRESSION ECRITE-COLLEGE PRIVE MONGO BETI-SEQUENCE 4-CLASSE DE 3ème-FEVRIER 2026,https://sujetexa.com/wp-content/uploads/2026/02/no18_19_fev_2026_sujetexa.com_.pdf,https://sujetexa.com/index.php/2026/02/19/expression-ecrite-college-prive-mongo-beti-sequence-4-classe-de-3eme-fevrier-2026/
Francais,2026,LCN-COLLEGE PRIVE MONGO BETI-SEQUENCE 4-CLASSE DE 3ème-FEVRIER 2026,https://sujetexa.com/wp-content/uploads/2026/02/no15_19_fev_2026_sujetexa.com_.pdf,https://sujetexa.com/index.php/2026/02/19/lcn-college-prive-mongo-beti-sequence-4-classe-de-3eme-fevrier-2026/
Francais,2026,CORRECTION ORTHOGRAPHIQUE-COLLEGE PRIVE MONGO BETI-SEQUENCE 4-CLASSE DE 3ème-FEVRIER 2026,https://sujetexa.com/wp-content/uploads/2026/02/no13_19_fev_2026_sujetexa.com_.pdf,https://sujetexa.com/index.php/2026/02/19/correction-orthographique-college-prive-mongo-beti-sequence-4-classe-de-3eme-fevrier-2026/
Francais,2026,ETUDE DE TEXTE-COLLEGE PRIVE MONGO BETI-SEQUENCE 4-CLASSE DE 3ème-FEVRIER 2026,https://sujetexa.com/wp-content/uploads/2026/02/no12_19_fev_2026_sujetexa.com_.pdf,https://sujetexa.com/index.php/2026/02/19/etude-de-texte-college-prive-mongo-beti-sequence-4-classe-de-3eme-fevrier-2026/
Anglais,2026,ANGLAIS-COLLEGE PRIVE LAïC MONGO BETI-SEQUENCE 6-CLASSE DE 3ème-2025/2026,https://sujetexa.com/wp-content/uploads/2026/07/no3_01_juillet_2026_sujetexa.com_.pdf,https://sujetexa.com/index.php/2026/07/02/anglais-college-prive-laic-mongo-beti-sequence-6-classe-de-3eme-2025-2026/
Anglais,2026,ANGLAIS-COLLEGE PRIVE MONGO BETI-SEQUENCE 4-CLASSE DE 3ème-FEVRIER 2026,,https://sujetexa.com/index.php/2026/02/19/anglais-college-prive-mongo-beti-sequence-4-classe-de-3eme-fevrier-2026/
Informatique,2026,Informatique-Collège Catholique Bilingue Saint Nicolas de Ndogpassi II-3ème-deuxième trimestre-2025/2026,https://sujetexa.com/wp-content/uploads/2026/03/Epreuve-3e-Trim-2.pdf,https://sujetexa.com/index.php/2026/03/23/informatique-college-catholique-bilingue-saint-nicolas-de-ndogpassi-ii-3eme-deuxieme-trimestre-2025-2026/
Informatique,2026,INFORMATIQUE-COLLEGE BILINGUE CHARLES DE GAULLE-3ème-MARS 2026-SEQUENCE 4-Examinateur : Soreil TCHEPDA,https://sujetexa.com/wp-content/uploads/2026/03/Eval4_3emes_CBCG.pdf,https://sujetexa.com/index.php/2026/03/15/informatique-college-bilingue-charles-de-gaulle-3eme-mars-2026-sequence-4-examinateur-soreil-tchepda/
Informatique,2026,INFORMATIQUE-LYCEE D’EBOLOWA RURAL-SEQUENCE 4-CLASSE DE 3ème-MARS 2026-Examinateur: FOUDA ESSOMBA C.,https://sujetexa.com/wp-content/uploads/2026/03/Sujet-3e-L-E-R-evaluation-4-2025-2026.pdf,https://sujetexa.com/index.php/2026/03/14/informatique-lycee-debolowa-rural-sequence-4-classe-de-3eme-mars-2026-examinateur-fouda-essomba-c/
Informatique,2026,INFORMATIQUE-Collège Catholique bilingue Saint Nicolas de Ndogpassi 2-CLASSE DE 3ème-SEQUENCE 3-JANVIER 2026,https://sujetexa.com/wp-content/uploads/2026/02/Evaluation-Janv-2026-Classe-3e.pdf,https://sujetexa.com/index.php/2026/02/27/informatique-college-catholique-bilingue-saint-nicolas-de-ndogpassi-2-classe-de-3eme-sequence-3-janvier-2026/
Informatique,2026,INFORMATIQUE-Collège Catholique bilingue Saint Nicolas de Ndogpassi 2-CLASSE DE 3ème-SEQUENCE 2-2025/2026,https://sujetexa.com/wp-content/uploads/2026/02/2E-Evaluation-3e.pdf,https://sujetexa.com/index.php/2026/02/27/informatique-college-catholique-bilingue-saint-nicolas-de-ndogpassi-2-classe-de-3eme-sequence-2-2025-2026/
Informatique,2026,INFORMATIQUE-COLLEGE PRIVE MONGO BETI-SEQUENCE 4-CLASSE DE 3ème-FEVRIER 2026,https://sujetexa.com/wp-content/uploads/2026/02/no14_19_fev_2026_sujetexa.com_.pdf,https://sujetexa.com/index.php/2026/02/19/informatique-college-prive-mongo-beti-sequence-4-classe-de-3eme-fevrier-2026/
Informatique,2026,INFORMATIQUE THEORIQUE-LYCEE BILINGUE D’EDEA-SEQUENCE 3-JANVIER 2026-CLASSE DE 3ème-EXAMINATEUR : MBOCK THEODORE C.,https://sujetexa.com/wp-content/uploads/2026/01/Epreuv-3eme-seq3-janvier-2026_020935.pdf,https://sujetexa.com/index.php/2026/01/30/informatique-theorique-lycee-bilingue-dedea-sequence-3-janvier-2026-classe-de-3eme-examinateur-mbock-theodore-c/
Informatique,2026,INFORMATIQUE THEORIQUE-LYCEE D’EBOLOWA RURAL-SEQUENCE 3-janvier 2026-3ème-Examinateur : FOUDA ESSOMBA C.,https://sujetexa.com/wp-content/uploads/2026/01/Sujet-3eme-sequence-3.pdf,https://sujetexa.com/index.php/2026/01/27/informatique-theorique-lycee-debolowa-rural-sequence-3-janvier-2026-3eme-examinateur-fouda-essomba-c/
Informatique,2026,INFORMATIQUE-COLLEGE ISLAMIQUE IBRAHIM-SEQUENCE 3-CLASSE DE 3ème-JANVIER 2026,https://sujetexa.com/wp-content/uploads/2026/01/3eme.pdf,https://sujetexa.com/index.php/2026/01/18/informatique-college-islamique-ibrahim-sequence-3-classe-de-3eme-janvier-2026/
Geographie,2026,GEOGRAPHIE-COLLEGE PRIVE LAïC MONGO BETI-SEQUENCE 6-CLASSE DE 3ème-2025/2026,https://sujetexa.com/wp-content/uploads/2026/07/no5_01_juillet_2026_sujetexa.com_.pdf,https://sujetexa.com/index.php/2026/07/02/geographie-college-prive-laic-mongo-beti-sequence-6-classe-de-3eme-2025-2026/
Geographie,2026,GEOGRAPHIE-COLLEGE BILINGUE LE BERCEAU DES ANGES-MINI SESSION N°4-CLASSE DE 3ème-MARS 2026,,https://sujetexa.com/index.php/2026/03/18/geographie-college-bilingue-le-berceau-des-anges-mini-session-n4-classe-de-3eme-mars-2026/
Geographie,2026,GEOGRAPHIE-COLLEGE PRIVE MONGO BETI-SEQUENCE 4-CLASSE DE 3ème-FEVRIER 2026,https://sujetexa.com/wp-content/uploads/2026/02/no11_19_fev_2026_sujetexa.com_.pdf,https://sujetexa.com/index.php/2026/02/19/geographie-college-prive-mongo-beti-sequence-4-classe-de-3eme-fevrier-2026/
Histoire,2026,HISTOIRE-COLLEGE MONGO BETI-SEQUENCE 6-CLASSE DE 3ème-2025/2026,https://sujetexa.com/wp-content/uploads/2026/06/no30_29_juin_2026_sujetexa.com_-1.pdf,https://sujetexa.com/index.php/2026/06/29/histoire-college-mongo-beti-sequence-6-classe-de-3eme-2025-2026/
Histoire,2026,HISTOIRE-COLLEGE LA PREVOYANCE-SEQUENCE 4-FEVRIER 2026-CLASSE DE 3ème,https://sujetexa.com/wp-content/uploads/2026/03/Histoire-3e-Sequence-4.pdf,https://sujetexa.com/index.php/2026/03/01/histoire-college-la-prevoyance-sequence-4-fevrier-2026-classe-de-3eme/
Histoire,2026,HISTOIRE-COLLEGE PRIVE MONGO BETI-SEQUENCE 4-CLASSE DE 3ème-FEVRIER 2026,https://sujetexa.com/wp-content/uploads/2026/02/no7_19_fev_2026_sujetexa.com_.pdf,https://sujetexa.com/index.php/2026/02/19/histoire-college-prive-mongo-beti-sequence-4-classe-de-3eme-fevrier-2026/
Histoire,2026,HISTOIRE-COLLEGE BILINGUE LOG MBEI-SEQUENCE 3-CLASSE DE 3ème-JANVIER 2026,https://sujetexa.com/wp-content/uploads/2026/01/HISTOIRE-3eme-log-mbei-sequence-3.pdf,https://sujetexa.com/index.php/2026/01/29/histoire-college-bilingue-log-mbei-sequence-3-classe-de-3eme-janvier-2026/
PCT,2026,PCT-COLLEGE PRIVE MONGO BETI-SEQUENCE 4-CLASSE DE 3ème-FEVRIER 2026,https://sujetexa.com/wp-content/uploads/2026/02/no8_19_fev_2026_sujetexa.com_.pdf,https://sujetexa.com/index.php/2026/02/19/pct-college-prive-mongo-beti-sequence-4-classe-de-3eme-fevrier-2026/
